iter	Passed	Remaining
3086	5331	1834
3087	5332	1832
3088	5334	1830
3089	5336	1828
3090	5338	1827
3091	5340	1825
3092	5341	1823
3093	5343	1821
3094	5345	1820
3095	5346	1818
3096	5348	1816
3097	5350	1815
3098	5351	1813
3099	5353	1811
3100	5355	1809
3101	5356	1808
3102	5358	1806
3103	5360	1804
3104	5362	1802
3105	5363	1801
3106	5365	1799
3107	5367	1797
3108	5369	1796
3109	5370	1794
3110	5372	1792
3111	5374	1790
3112	5375	1789
3113	5377	1787
3114	5379	1785
3115	5380	1783
3116	5382	1782
3117	5384	1780
3118	5385	1778
3119	5387	1776
3120	5389	1775
3121	5390	1773
3122	5392	1771
3123	5394	1769
3124	5396	1768
3125	5398	1766
3126	5399	1764
3127	5401	1763
3128	5403	1761
3129	5404	1759
3130	5406	1757
3131	5407	1756
3132	5409	1754
3133	5411	1752
3134	5413	1750
3135	5414	1749
3136	5416	1747
3137	5418	1745
3138	5419	1743
3139	5421	1742
3140	5423	1740
3141	5424	1738
3142	5426	1737
3143	5428	1735
3144	5430	1733
3145	5431	1731
3146	5433	1730
3147	5435	1728
3148	5436	1726
3149	5438	1724
3150	5440	1723
3151	5442	1721
3152	5443	1719
3153	5445	1717
3154	5447	1716
3155	5448	1714
3156	5450	1712
3157	5452	1710
3158	5454	1709
3159	5455	1707
3160	5457	1705
3161	5459	1704
3162	5461	1702
3163	5463	1700
3164	5464	1698
3165	5466	1697
3166	5468	1695
3167	5469	1693
3168	5471	1692
3169	5473	1690
3170	5474	1688
3171	5476	1686
3172	5478	1685
3173	5479	1683
3174	5481	1681
3175	5483	1679
3176	5484	1678
3177	5486	1676
3178	5488	1674
3179	5489	1672
3180	5491	1671
3181	5493	1669
3182	5495	1667
3183	5496	1665
3184	5498	1664
3185	5499	1662
3186	5501	1660
3187	5503	1659
3188	5505	1657
3189	5507	1655
3190	5508	1653
3191	5510	1652
3192	5512	1650
3193	5513	1648
3194	5515	1646
3195	5517	1645
3196	5518	1643
3197	5520	1641
3198	5521	1639
3199	5524	1638
3200	5525	1636
3201	5527	1634
3202	5528	1632
3203	5530	1631
3204	5532	1629
3205	5533	1627
3206	5535	1626
3207	5537	1624
3208	5539	1622
3209	5541	1620
3210	5542	1619
3211	5544	1617
3212	5545	1615
3213	5547	1613
3214	5549	1612
3215	5551	1610
3216	5552	1608
3217	5554	1606
3218	5556	1605
3219	5557	1603
3220	5559	1601
3221	5561	1600
3222	5562	1598
3223	5564	1596
3224	5566	1594
3225	5567	1593
3226	5569	1591
3227	5571	1589
3228	5573	1587
3229	5574	1586
3230	5576	1584
3231	5578	1582
3232	5580	1581
3233	5581	1579
3234	5583	1577
3235	5585	1575
3236	5586	1574
3237	5588	1572
3238	5590	1570
3239	5592	1568
3240	5593	1567
3241	5595	1565
3242	5597	1563
3243	5598	1561
3244	5600	1560
3245	5602	1558
3246	5604	1556
3247	5605	1555
3248	5607	1553
3249	5609	1551
3250	5610	1549
3251	5612	1548
3252	5614	1546
3253	5615	1544
3254	5617	1542
3255	5619	1541
3256	5621	1539
3257	5622	1537
3258	5624	1536
3259	5626	1534
3260	5628	1532
3261	5629	1530
3262	5631	1529
3263	5633	1527
3264	5635	1525
3265	5636	1523
3266	5638	1522
3267	5640	1520
3268	5641	1518
3269	5643	1517
3270	5645	1515
3271	5647	1513
3272	5649	1511
3273	5650	1510
3274	5652	1508
3275	5654	1506
3276	5655	1505
3277	5657	1503
3278	5659	1501
3279	5661	1499
3280	5662	1498
3281	5664	1496
3282	5666	1494
3283	5667	1492
3284	5669	1491
3285	5671	1489
3286	5673	1487
3287	5674	1486
3288	5676	1484
3289	5678	1482
3290	5679	1480
3291	5681	1479
3292	5683	1477
3293	5684	1475
3294	5686	1473
3295	5688	1472
3296	5690	1470
3297	5691	1468
3298	5693	1467
3299	5695	1465
3300	5696	1463
3301	5698	1461
3302	5700	1459
3303	5701	1458
3304	5703	1456
3305	5705	1454
3306	5707	1453
3307	5708	1451
3308	5710	1449
3309	5711	1447
3310	5713	1446
3311	5715	1444
3312	5716	1442
3313	5718	1440
3314	5720	1439
3315	5722	1437
3316	5724	1435
3317	5726	1434
3318	5727	1432
3319	5729	1430
3320	5731	1428
3321	5732	1427
3322	5734	1425
3323	5736	1423
3324	5737	1421
3325	5739	1420
3326	5741	1418
3327	5742	1416
3328	5744	1414
3329	5746	1413
3330	5747	1411
3331	5749	1409
3332	5751	1408
3333	5752	1406
3334	5754	1404
3335	5756	1402
3336	5758	1401
3337	5759	1399
3338	5761	1397
3339	5763	1395
3340	5764	1394
3341	5766	1392
3342	5768	1390
3343	5770	1389
3344	5771	1387
3345	5773	1385
3346	5775	1383
3347	5776	1382
3348	5778	1380
3349	5780	1378
3350	5781	1376
3351	5783	1375
3352	5784	1373
3353	5786	1371
3354	5788	1369
3355	5790	1368
3356	5792	1366
3357	5793	1364
3358	5795	1363
3359	5797	1361
3360	5799	1359
3361	5800	1357
3362	5802	1356
3363	5803	1354
3364	5805	1352
3365	5807	1350
3366	5808	1349
3367	5810	1347
3368	5812	1345
3369	5813	1343
3370	5815	1342
3371	5817	1340
3372	5819	1338
3373	5820	1336
3374	5822	1335
3375	5824	1333
3376	5826	1331
3377	5827	1330
3378	5829	1328
3379	5831	1326
3380	5833	1325
3381	5835	1323
3382	5836	1321
3383	5838	1319
3384	5840	1318
3385	5841	1316
3386	5843	1314
3387	5845	1312
3388	5846	1311
3389	5848	1309
3390	5850	1307
3391	5852	1306
3392	5853	1304
3393	5855	1302
3394	5857	1300
3395	5858	1299
3396	5860	1297
3397	5862	1295
3398	5864	1293
3399	5865	1292
3400	5867	1290
3401	5869	1288
3402	5871	1287
3403	5872	1285
3404	5874	1283
3405	5876	1281
3406	5877	1280
3407	5879	1278
3408	5881	1276
3409	5882	1274
3410	5884	1273
3411	5886	1271
3412	5887	1269
3413	5889	1267
3414	5890	1266
3415	5892	1264
3416	5894	1262
3417	5896	1261
3418	5898	1259
3419	5899	1257
3420	5901	1255
3421	5903	1254
3422	5905	1252
3423	5906	1250
3424	5908	1249
3425	5910	1247
3426	5912	1245
3427	5913	1243
3428	5915	1242
3429	5917	1240
3430	5918	1238
3431	5920	1236
3432	5922	1235
3433	5924	1233
3434	5925	1231
3435	5927	1230
3436	5929	1228
3437	5931	1226
3438	5933	1224
3439	5934	1223
3440	5936	1221
3441	5937	1219
3442	5939	1217
3443	5941	1216
3444	5943	1214
3445	5945	1212
3446	5946	1211
3447	5948	1209
3448	5950	1207
3449	5951	1205
3450	5953	1204
3451	5955	1202
3452	5957	1200
3453	5958	1199
3454	5960	1197
3455	5962	1195
3456	5964	1193
3457	5965	1192
3458	5967	1190
3459	5970	1188
3460	5972	1187
3461	5973	1185
3462	5975	1183
3463	5977	1182
3464	5978	1180
3465	5980	1178
3466	5982	1176
3467	5983	1175
3468	5985	1173
3469	5987	1171
3470	5989	1169
3471	5990	1168
3472	5992	1166
3473	5994	1164
3474	5996	1163
3475	5998	1161
3476	6000	1159
3477	6001	1157
3478	6003	1156
3479	6005	1154
3480	6006	1152
3481	6008	1150
3482	6010	1149
3483	6011	1147
3484	6013	1145
3485	6015	1144
3486	6017	1142
3487	6018	1140
3488	6020	1138
3489	6022	1137
3490	6023	1135
3491	6025	1133
3492	6027	1131
3493	6029	1130
3494	6031	1128
3495	6033	1126
3496	6034	1125
3497	6036	1123
3498	6038	1121
3499	6039	1119
3500	6041	1118
3501	6043	1116
3502	6044	1114
3503	6046	1113
3504	6048	1111
3505	6050	1109
3506	6051	1107
3507	6053	1106
3508	6055	1104
3509	6056	1102
3510	6058	1100
3511	6059	1099
3512	6061	1097
3513	6063	1095
3514	6065	1093
3515	6066	1092
3516	6068	1090
3517	6070	1088
3518	6071	1087
3519	6073	1085
3520	6075	1083
3521	6076	1081
3522	6078	1080
3523	6080	1078
3524	6082	1076
3525	6083	1074
3526	6085	1073
3527	6087	1071
3528	6089	1069
3529	6091	1068
3530	6092	1066
3531	6094	1064
3532	6096	1062
3533	6098	1061
3534	6099	1059
3535	6101	1057
3536	6103	1056
3537	6104	1054
3538	6106	1052
3539	6108	1050
3540	6110	1049
3541	6111	1047
3542	6113	1045
3543	6115	1043
3544	6116	1042
3545	6118	1040
3546	6120	1038
3547	6122	1037
3548	6123	1035
3549	6125	1033
3550	6127	1031
3551	6128	1030
3552	6130	1028
3553	6132	1026
3554	6134	1024
3555	6136	1023
3556	6137	1021
3557	6139	1019
3558	6140	1018
3559	6142	1016
3560	6144	1014
3561	6146	1012
3562	6148	1011
3563	6149	1009
3564	6151	1007
3565	6152	1005
3566	6154	1004
3567	6156	1002
3568	6158	1000
3569	6159	999
3570	6161	997
3571	6163	995
3572	6164	993
3573	6166	992
3574	6168	990
3575	6170	988
3576	6171	986
3577	6173	985
3578	6175	983
3579	6176	981
3580	6178	980
3581	6180	978
3582	6182	976
3583	6184	974
3584	6185	973
3585	6187	971
3586	6189	969
3587	6191	968
3588	6192	966
3589	6194	964
3590	6196	962
3591	6197	961
3592	6199	959
3593	6200	957
3594	6202	955
3595	6204	954
3596	6205	952
3597	6207	950
3598	6209	948
3599	6211	947
3600	6212	945
3601	6214	943
3602	6216	942
3603	6217	940
3604	6219	938
3605	6221	936
3606	6222	935
3607	6224	933
3608	6226	931
3609	6228	929
3610	6230	928
3611	6232	926
3612	6233	924
3613	6235	923
3614	6236	921
3615	6238	919
3616	6240	917
3617	6241	916
3618	6243	914
3619	6245	912
3620	6247	910
3621	6248	909
3622	6250	907
3623	6252	905
3624	6254	904
3625	6255	902
3626	6257	900
3627	6259	898
3628	6260	897
3629	6262	895
3630	6264	893
3631	6265	891
3632	6267	890
3633	6269	888
3634	6271	886
3635	6273	885
3636	6274	883
3637	6276	881
3638	6277	879
3639	6279	878
3640	6281	876
3641	6282	874
3642	6285	872
3643	6286	871
3644	6288	869
3645	6290	867
3646	6291	866
3647	6293	864
3648	6295	862
3649	6296	860
3650	6298	859
3651	6300	857
3652	6301	855
3653	6303	853
3654	6305	852
3655	6306	850
3656	6308	848
3657	6310	847
3658	6312	845
3659	6313	843
3660	6315	841
3661	6345	843
3662	6347	842
3663	6349	840
3664	6351	838
3665	6352	836
3666	6354	835
3667	6355	833
3668	6357	831
3669	6359	830
3670	6361	828
3671	6363	826
3672	6364	824
3673	6366	823
3674	6368	821
3675	6370	819
3676	6371	817
3677	6373	816
3678	6375	814
3679	6376	812
3680	6378	810
3681	6380	809
3682	6382	807
3683	6383	805
3684	6385	804
3685	6387	802
3686	6388	800
3687	6390	798
3688	6392	797
3689	6405	796
3690	6407	795
3691	6409	793
3692	6410	791
3693	6412	789
3694	6414	788
3695	6416	786
3696	6417	784
3697	6419	782
3698	6421	781
3699	6423	779
3700	6424	777
3701	6426	775
3702	6428	774
3703	6429	772
3704	6431	770
3705	6433	768
3706	6435	767
3707	6436	765
3708	6438	763
3709	6440	762
3710	6441	760
3711	6443	758
3712	6445	756
3713	6447	755
3714	6448	753
3715	6450	751
3716	6452	749
3717	6454	748
3718	6455	746
3719	6457	744
3720	6459	742
3721	6460	741
3722	6462	739
3723	6464	737
3724	6465	735
3725	6467	734
3726	6469	732
3727	6470	730
3728	6472	728
3729	6473	727
3730	6475	725
3731	6477	723
3732	6479	722
3733	6480	720
3734	6482	718
3735	6484	716
3736	6485	715
3737	6487	713
3738	6488	711
3739	6490	709
3740	6492	708
3741	6493	706
3742	6495	704
3743	6497	702
3744	6499	701
3745	6501	699
3746	6502	697
3747	6504	695
3748	6505	694
3749	6507	692
3750	6509	690
3751	6510	688
3752	6512	687
3753	6513	685
3754	6515	683
3755	6517	681
3756	6518	680
3757	6520	678
3758	6522	676
3759	6524	674
3760	6525	673
3761	6527	671
3762	6529	669
3763	6530	668
3764	6532	666
3765	6534	664
3766	6536	662
3767	6537	661
3768	6539	659
3769	6541	657
3770	6542	655
3771	6544	654
3772	6546	652
3773	6548	650
3774	6549	648
3775	6551	647
3776	6553	645
3777	6554	643
3778	6557	641
3779	6558	640
3780	6560	638
3781	6562	636
3782	6563	635
3783	6565	633
3784	6566	631
3785	6568	629
3786	6570	628
3787	6572	626
3788	6573	624
3789	6575	622
3790	6577	621
3791	6578	619
3792	6580	617
3793	6582	615
3794	6583	614
3795	6601	613
3796	6603	612
3797	6605	610
3798	6607	608
3799	6608	606
3800	6610	605
3801	6612	603
3802	6613	601
3803	6615	599
3804	6617	598
3805	6619	596
3806	6620	594
3807	6622	593
3808	6624	591
3809	6625	589
3810	6627	587
3811	6628	586
3812	6630	584
3813	6632	582
3814	6634	580
3815	6635	579
3816	6637	577
3817	6639	575
3818	6640	573
3819	6642	572
3820	6644	570
3821	6646	568
3822	6647	566
3823	6649	565
3824	6651	563
3825	6652	561
3826	6654	559
3827	6655	558
3828	6657	556
3829	6672	555
3830	6673	553
3831	6675	552
3832	6676	550
3833	6678	548
3834	6680	546
3835	6682	545
3836	6683	543
3837	6684	541
3838	6686	539
3839	6688	538
3840	6689	536
3841	6691	534
3842	6693	532
3843	6695	531
3844	6696	529
3845	6698	527
3846	6700	525
3847	6701	524
3848	6703	522
3849	6705	520
3850	6706	518
3851	6708	517
3852	6710	515
3853	6712	513
3854	6713	512
3855	6715	510
3856	6717	508
3857	6719	506
3858	6720	505
3859	6722	503
3860	6724	501
3861	6725	499
3862	6727	498
3863	6728	496
3864	6730	494
3865	6732	492
3866	6733	491
3867	6735	489
3868	6737	487
3869	6739	485
3870	6740	484
3871	6742	482
3872	6743	480
3873	6745	478
3874	6747	477
3875	6749	475
3876	6750	473
3877	6752	471
3878	6753	470
3879	6755	468
3880	6757	466
3881	6759	464
3882	6760	463
3883	6762	461
3884	6764	459
3885	6766	457
3886	6767	456
3887	6769	454
3888	6771	452
3889	6772	450
3890	6774	449
3891	6776	447
3892	6777	445
3893	6779	443
3894	6781	442
3895	6782	440
3896	6784	438
3897	6786	436
3898	6787	435
3899	6789	433
3900	6791	431
3901	6792	429
3902	6794	428
3903	6796	426
3904	6797	424
3905	6799	423
3906	6801	421
3907	6802	419
3908	6804	417
3909	6806	416
3910	6808	414
3911	6810	412
3912	6812	410
3913	6813	409
3914	6815	407
3915	6817	405
3916	6818	403
3917	6820	402
3918	6822	400
3919	6823	398
3920	6825	396
3921	6827	395
3922	6828	393
3923	6830	391
3924	6832	389
3925	6833	388
3926	6835	386
3927	6837	384
3928	6839	382
3929	6840	381
3930	6842	379
3931	6844	377
3932	6845	375
3933	6847	374
3934	6849	372
3935	6850	370
3936	6852	368
3937	6854	367
3938	6855	365
3939	6857	363
3940	6859	362
3941	6861	360
3942	6862	358
3943	6864	356
3944	6866	355
3945	6867	353
3946	6869	351
3947	6870	349
3948	6872	348
3949	6874	346
3950	6876	344
3951	6877	342
3952	6879	341
3953	6881	339
3954	6882	337
3955	6884	335
3956	6886	334
3957	6887	332
3958	6889	330
3959	6891	328
3960	6893	327
3961	6894	325
3962	6896	323
3963	6898	321
3964	6900	320
3965	6902	318
3966	6903	316
3967	6905	314
3968	6907	313
3969	6909	311
3970	6910	309
3971	6912	308
3972	6914	306
3973	6915	304
3974	6917	302
3975	6919	301
3976	6920	299
3977	6922	297
3978	6923	295
3979	6925	294
3980	6927	292
3981	6928	290
3982	6930	288
3983	6932	287
3984	6934	285
3985	6935	283
3986	6937	281
3987	6938	280
3988	6940	278
3989	6942	276
3990	6944	274
3991	6946	273
3992	6947	271
3993	6949	269
3994	6951	267
3995	6953	266
3996	6954	264
3997	6956	262
3998	6958	260
3999	6959	259
4000	6961	257
4001	6963	255
4002	6964	254
4003	6966	252
4004	6967	250
4005	6969	248
4006	6971	247
4007	6973	245
4008	6975	243
4009	6976	241
4010	6978	240
4011	6979	238
4012	6981	236
4013	6983	234
4014	6984	233
4015	6986	231
4016	6988	229
4017	6990	227
4018	6991	226
4019	6993	224
4020	6995	222
4021	6996	220
4022	6998	219
4023	7000	217
4024	7002	215
4025	7003	213
4026	7005	212
4027	7007	210
4028	7009	208
4029	7010	207
4030	7012	205
4031	7014	203
4032	7015	201
4033	7017	200
4034	7019	198
4035	7020	196
4036	7022	194
4037	7024	193
4038	7025	191
4039	7027	189
4040	7028	187
4041	7030	186
4042	7032	184
4043	7034	182
4044	7036	180
4045	7037	179
4046	7039	177
4047	7041	175
4048	7043	173
4049	7044	172
4050	7046	170
4051	7048	168
4052	7049	166
4053	7051	165
4054	7052	163
4055	7054	161
4056	7056	160
4057	7057	158
4058	7059	156
4059	7061	154
4060	7062	153
4061	7064	151
4062	7066	149
4063	7068	147
4064	7069	146
4065	7071	144
4066	7072	142
4067	7074	140
4068	7076	139
4069	7078	137
4070	7079	135
4071	7081	133
4072	7083	132
4073	7084	130
4074	7086	128
4075	7088	126
4076	7089	125
4077	7091	123
4078	7093	121
4079	7095	119
4080	7096	118
4081	7098	116
4082	7100	114
4083	7102	113
4084	7104	111
4085	7105	109
4086	7107	107
4087	7109	106
4088	7110	104
4089	7112	102
4090	7114	100
4091	7115	99
4092	7117	97
4093	7119	95
4094	7120	93
4095	7122	92
4096	7124	90
4097	7126	88
4098	7128	86
4099	7129	85
4100	7131	83
4101	7133	81
4102	7135	79
4103	7137	78
4104	7138	76
4105	7140	74
4106	7142	73
4107	7143	71
4108	7145	69
4109	7147	67
4110	7148	66
4111	7150	64
4112	7152	62
4113	7153	60
4114	7155	59
4115	7157	57
4116	7158	55
4117	7160	53
4118	7162	52
4119	7164	50
4120	7165	48
4121	7167	46
4122	7169	45
4123	7171	43
4124	7172	41
4125	7174	39
4126	7176	38
4127	7177	36
4128	7179	34
4129	7181	33
4130	7182	31
4131	7184	29
4132	7186	27
4133	7188	26
4134	7189	24
4135	7191	22
4136	7193	20
4137	7195	19
4138	7196	17
4139	7198	15
4140	7200	13
4141	7202	12
4142	7203	10
4143	7205	8
4144	7207	6
4145	7208	5
4146	7210	3
4147	7212	1
4148	7214	0
